loan_id,account_id,loan_date,amount,duration,payments,status,district_id,frequency,account_date,index,region_0,region_1,region_2,region_3,no. of inhabitants,no. of municipalities with inhabitants < 499,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999,no. of municipalities with inhabitants >10000,no. of cities,ratio of urban inhabitants,average salary,unemploymant_rate,no. of enterpreneurs per 1000 inhabitants,trans_date,last_balance,credits_mean,withdrawal_mean
5385,2143,1996-09-09,71460,36,1985,0,1,1,1996-01-13,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1996-08-31,49663.5,11367.793749999999,8815.720000000001
6865,9199,1996-09-11,29448,12,2454,1,72,1,1996-05-15,71,1,0,0,0,226122,32,50,7,4,4,62.6,8994,4.79,110,1996-09-06,43790.6,7487.844444444445,11800.0
5586,2994,1996-09-14,48744,36,1354,0,77,1,1996-05-03,76,1,0,0,0,148545,8,35,12,3,4,53.5,8909,5.56,113,1996-09-12,62891.3,10108.3,16100.0
6302,6397,1996-09-16,181020,60,3017,0,48,1,1995-03-15,47,0,1,1,0,78955,50,24,8,1,9,59.0,9060,2.44,124,1996-09-06,42526.0,9716.021621621625,5660.121428571429
7194,10762,1996-09-17,68832,36,1912,0,1,1,1995-10-23,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1996-09-12,51540.7,9718.266666666668,6265.434482758622
6461,7136,1996-09-19,74124,36,2059,0,12,4,1995-04-09,11,0,0,1,0,107870,84,29,6,1,6,58.0,8754,4.31,137,1996-09-10,25658.0,14442.828205128204,6477.253012048192
6732,8533,1996-09-19,174048,48,3626,0,47,1,1995-10-10,46,0,1,1,0,162580,83,26,5,1,6,72.8,9538,1.81,111,1996-09-13,54140.4,12971.792105263157,14154.438709677419
6613,7926,1996-09-22,84120,24,3505,0,69,4,1996-06-09,68,1,0,0,0,42821,4,13,5,1,3,48.4,8173,7.01,124,1996-09-20,63952.9,14356.908333333335,15475.714285714286
7036,10019,1996-09-25,194940,36,5415,0,8,1,1995-06-15,7,0,0,1,0,112065,95,19,7,1,8,69.4,11277,1.44,127,1996-09-14,34212.3,15618.807894736841,10552.871698113202
5897,4476,1996-09-25,15192,24,633,0,24,1,1994-11-10,23,0,1,0,0,122603,25,21,6,2,8,80.0,8991,2.01,128,1996-09-19,17351.9,7555.3234042553195,2768.427868852459
6995,9814,1996-09-26,96168,12,8014,0,64,4,1995-01-19,63,0,1,1,1,197099,29,41,10,2,10,74.7,9624,2.31,145,1996-09-25,3609.3,7330.079761904763,9417.184615384615
5415,2236,1996-09-26,139464,36,3874,1,73,1,1995-08-27,72,1,0,0,0,182027,17,49,12,2,7,56.4,8746,3.74,90,1996-09-20,65062.8,7729.642105263159,8766.666666666666
7136,10436,1996-09-28,54396,36,1511,0,60,1,1996-03-21,59,0,1,1,1,110643,49,41,4,1,4,51.9,8441,4.48,115,1996-09-18,36208.8,4458.814285714286,2912.733333333333
7271,11186,1996-10-02,392460,60,6541,0,12,1,1994-11-24,11,0,0,1,0,107870,84,29,6,1,6,58.0,8754,4.31,137,1996-09-30,53245.1,20602.673913043476,9221.420618556696
5375,2106,1996-10-03,101520,12,8460,0,1,1,1996-02-01,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1996-09-30,16735.4,6132.844444444445,4683.52
5635,3230,1996-10-04,77184,36,2144,0,1,1,1995-03-11,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1996-10-01,22446.0,15884.20555555556,13399.64390243902
6817,9024,1996-10-04,70656,48,1472,0,1,1,1996-01-05,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1996-10-01,22476.1,5128.586206896552,5260.541666666668
5923,4585,1996-10-10,64656,48,1347,0,27,1,1996-06-08,26,0,1,0,0,67298,71,19,10,0,7,43.8,8561,1.29,110,1996-10-07,44749.0,6738.766666666666,5300.0
5329,1862,1996-10-16,396120,60,6602,0,19,4,1995-04-15,18,0,0,1,1,51428,50,11,3,1,4,52.7,8402,3.98,120,1996-10-08,88610.1,21574.03611111111,11661.949152542373
6644,8039,1996-10-20,93600,24,3900,0,9,1,1995-12-17,8,0,0,1,0,81344,61,23,4,2,6,55.3,8899,3.97,149,1996-10-14,26235.8,10912.823809523808,5968.629411764707
6354,6688,1996-10-23,22968,36,638,0,16,1,1996-06-25,15,0,0,1,1,93931,74,21,10,1,8,56.9,8427,1.54,107,1996-10-12,38831.0,4243.1,3600.0
5082,501,1996-10-24,262980,60,4383,0,13,1,1995-10-21,12,0,0,1,0,53921,61,22,1,1,2,41.3,8598,3.26,123,1996-10-16,76081.3,10113.641666666668,5207.687500000001
6585,7795,1996-10-29,372120,60,6202,0,64,1,1995-01-05,63,0,1,1,1,197099,29,41,10,2,10,74.7,9624,2.31,145,1996-10-26,46580.5,18717.61408450704,12696.732673267326
6921,9422,1996-10-29,86184,12,7182,0,70,1,1996-03-06,69,1,0,0,0,285387,0,2,8,5,7,89.9,10177,7.75,81,1996-10-28,43157.5,23035.90625,12516.030769230769
5366,2062,1996-10-29,86184,12,7182,0,70,1,1996-03-06,69,1,0,0,0,285387,0,2,8,5,7,89.9,10177,7.75,81,1996-10-28,39660.8,23036.112499999996,12650.646153846154
5886,4447,1996-10-31,192744,36,5354,0,62,1,1996-06-16,61,0,1,1,1,145688,22,41,13,2,5,40.7,8544,1.86,109,1996-10-15,36199.1,16504.253846153846,14365.861538461539
5741,3754,1996-11-03,68544,24,2856,0,37,4,1996-02-19,36,0,1,0,1,114006,71,26,6,2,9,62.3,9065,5.39,123,1996-10-31,23759.8,14909.75882352941,6209.081081081081
4996,132,1996-11-06,88440,12,7370,0,40,12,1996-05-11,39,0,1,0,1,128118,9,16,6,3,8,85.3,9317,7.07,97,1996-10-31,78907.6,16852.55,12715.533333333333
6015,5001,1996-11-09,110112,24,4588,0,53,1,1995-12-15,52,0,1,1,1,107911,88,33,6,2,7,50.9,8240,3.56,99,1996-11-02,106858.1,20541.959459459464,14515.426666666666
6309,6434,1996-11-11,110136,24,4589,0,1,1,1995-05-08,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1996-11-08,40746.5,13368.282758620688,10203.929411764706
6073,5263,1996-11-12,276300,60,4605,0,64,1,1995-07-14,63,0,1,1,1,197099,29,41,10,2,10,74.7,9624,2.31,145,1996-11-11,27578.1,3480.195555555556,2745.331914893618
6006,4948,1996-11-15,359760,60,5996,0,43,1,1995-07-29,42,0,1,1,0,161854,73,21,6,1,6,76.3,9425,2.5,125,1996-11-10,39959.4,8558.236,7565.060869565218
5611,3115,1996-11-15,321180,60,5353,0,14,1,1996-03-27,13,0,0,1,1,177686,69,27,10,1,9,74.8,10045,1.71,135,1996-11-08,51906.5,16276.9,11405.89523809524
6944,9548,1996-11-15,46176,48,962,0,62,1,1996-06-07,61,0,1,1,1,145688,22,41,13,2,5,40.7,8544,1.86,109,1996-11-12,38725.1,8385.281818181818,8918.833333333334
7101,10297,1996-11-18,421008,48,8771,0,14,1,1996-01-19,13,0,0,1,1,177686,69,27,10,1,9,74.8,10045,1.71,135,1996-11-14,31168.0,10392.413636363637,7052.321428571429
6599,7859,1996-11-19,72120,12,6010,0,52,1,1995-03-14,51,0,1,1,0,139012,59,41,8,3,10,61.9,8363,3.49,108,1996-11-15,98631.7,19563.422500000008,11030.72580645161
6940,9510,1996-11-22,228276,36,6341,0,1,1,1996-06-09,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1996-11-10,53707.9,7594.046153846154,6430.657142857142
5209,1250,1996-11-25,182640,48,3805,0,62,1,1996-03-28,61,0,1,1,1,145688,22,41,13,2,5,40.7,8544,1.86,109,1996-11-23,23898.3,11558.89411764706,7504.469565217392
5388,2153,1996-11-28,61560,12,5130,0,31,4,1996-01-07,30,0,1,0,0,51313,34,12,3,1,4,59.2,8930,4.2,108,1996-11-13,20051.1,16171.554545454546,6851.489795918367
6011,4981,1996-11-28,179328,48,3736,0,54,1,1996-01-22,53,0,1,1,1,387570,0,0,0,1,1,100.0,9897,1.96,140,1996-11-17,36074.7,11922.27619047619,6912.67741935484
5591,3021,1996-12-04,155616,48,3242,0,10,1,1996-04-20,9,0,0,1,0,92084,55,29,4,3,5,46.7,10124,0.54,141,1996-12-03,24447.1,9343.175,8931.7
7154,10520,1996-12-05,417600,60,6960,0,55,12,1995-10-24,54,0,1,1,1,157042,49,70,18,0,9,33.9,8743,2.43,111,1996-12-03,58638.6,8001.857142857141,8415.384615384615
7130,10411,1996-12-11,123408,24,5142,0,39,12,1995-11-23,38,0,1,0,1,119895,17,4,3,2,4,89.9,10446,9.4,90,1996-12-09,8357.1,7693.968000000001,4599.8
6818,9030,1996-12-12,155616,48,3242,0,72,1,1995-01-21,71,1,0,0,0,226122,32,50,7,4,4,62.6,8994,4.79,110,1996-12-11,60694.1,6448.582857142858,3830.458823529411
5625,3189,1996-12-15,222180,60,3703,1,29,1,1995-11-29,28,0,1,0,0,45714,52,10,5,1,6,55.6,8843,3.6,113,1996-12-10,59578.8,13417.557142857142,10197.18064516129
6805,8972,1996-12-21,45024,48,938,0,70,1,1996-05-21,69,1,0,0,0,285387,0,2,8,5,7,89.9,10177,7.75,81,1996-12-17,38384.3,8544.929999999998,6974.431578947369
7233,10963,1996-12-25,115812,36,3217,0,16,1,1995-05-20,15,0,0,1,1,93931,74,21,10,1,8,56.9,8427,1.54,107,1996-12-18,41878.1,16554.9862745098,10992.139726027393
7308,11362,1996-12-27,129408,24,5392,0,67,1,1995-10-14,66,1,0,0,0,106054,38,25,6,2,6,63.1,8110,6.55,109,1996-12-10,24199.5,8811.758620689656,2965.9153846153854
